instance,temperatureCpu
08:07:56,57.03395080566406
08:07:59,57.06709289550781
08:08:00,57.181121826171875
08:08:02,57.192230224609375
08:08:06,57.0340576171875
08:08:07,57.59380340576172
08:08:08,57.586570739746094
08:08:57,57.000030517578125
08:09:04,57.28167724609375
08:09:05,57.63139343261719
08:09:07,58.040283203125
08:09:10,58.001976013183594
08:09:12,58.00040054321289
08:09:13,58.000083923339844
08:09:16,58.011287689208984
08:09:18,58.01001739501953
08:09:20,58.01758575439453
08:09:22,58.036502838134766
08:09:25,58.00743103027344
08:09:27,58.00148010253906
08:09:28,58.05849838256836
08:09:31,58.013587951660156
08:09:33,58.02033615112305
08:09:35,58.03349304199219
08:09:37,58.10435104370117
08:09:40,58.01577377319336
08:09:41,58.05311584472656
08:09:43,58.1043701171875
08:09:46,58.016937255859375
08:09:48,58.04401397705078
08:09:50,58.081295013427734
08:09:51,58.08587646484375
08:09:55,58.01262283325195
08:09:56,58.06046676635742
08:09:58,58.16162109375
08:10:01,58.02851867675781
08:10:03,58.05320739746094
08:10:05,58.11020278930664
08:10:06,58.17822265625
08:10:10,58.01398468017578
08:10:11,58.12287139892578
08:10:13,58.260841369628906
08:10:16,58.02370834350586
08:10:18,58.06778335571289
08:10:20,58.102012634277344
08:10:21,58.19922637939453
08:10:25,58.0200080871582
08:10:26,58.23948669433594
08:10:28,58.34291076660156
08:10:31,58.049041748046875
08:10:33,58.0830078125
08:10:35,58.23517990112305
08:10:36,58.37705993652344
08:10:40,58.04266357421875
08:10:41,58.52055740356445
08:10:43,58.5745849609375
08:10:46,58.067378997802734
08:10:48,58.19315719604492
08:10:50,58.432857513427734
08:10:51,58.38264465332031
08:10:55,58.04471206665039
08:10:56,58.3935432434082
08:10:58,58.777584075927734
08:11:01,58.07820129394531
08:11:03,58.126502990722656
08:11:05,58.32887268066406
08:11:06,58.31971740722656
08:11:10,58.057491302490234
08:11:11,58.3428955078125
08:11:13,58.54684066772461
08:11:16,58.1787223815918
08:11:18,58.5014533996582
08:11:20,58.92647171020508
08:11:21,58.54315948486328
08:11:25,58.091400146484375
08:11:26,58.79880905151367
08:11:28,58.87754821777344
08:11:31,58.19498825073242
08:11:33,58.69652557373047
08:11:35,58.776878356933594
08:11:36,58.96030044555664
08:11:40,58.258148193359375
08:11:41,58.83344268798828
08:11:43,58.967041015625
08:11:46,58.45771789550781
08:11:48,58.879634857177734
08:11:50,58.97538757324219
08:11:51,58.99697494506836
08:11:55,58.42048263549805
08:11:56,58.885337829589844
08:11:58,58.97731399536133
08:12:01,58.745330810546875
08:12:03,58.83139419555664
08:12:05,58.98116683959961
08:12:06,58.99745178222656
08:12:10,58.81825637817383
08:12:11,58.96403884887695
08:12:12,58.993526458740234
08:12:16,58.913516998291016
08:12:18,58.99399185180664
08:12:20,58.9992561340332
08:12:21,58.99990463256836
08:12:25,58.85343933105469
08:12:26,58.97100067138672
08:12:27,59.01872253417969
08:12:31,59.0003776550293
08:12:33,59.00001907348633
08:12:35,59.00001907348633
08:12:36,59.00001907348633
08:12:40,59.00149917602539
08:12:41,59.000267028808594
08:12:42,59.0263786315918
08:12:46,59.00290298461914
08:12:48,59.00019836425781
08:12:50,59.00001907348633
08:12:51,59.03433609008789
08:12:55,59.001895904541016
08:12:56,59.000343322753906
08:12:58,59.026397705078125
08:13:01,59.006431579589844
08:13:03,59.00967025756836
08:13:05,59.01742935180664
08:13:06,59.03647232055664
