instance,temperatureCpu
08:02:23,63.518775939941406
08:02:25,63.54679870605469
08:02:27,63.938232421875
08:02:28,63.99241638183594
08:02:32,63.14480209350586
08:02:33,63.828208923339844
08:02:35,63.96601867675781
08:02:38,63.52338409423828
08:02:40,63.872745513916016
08:02:42,63.98436737060547
08:02:43,63.998085021972656
08:02:47,63.709068298339844
08:02:48,63.92969512939453
08:02:50,63.98609924316406
08:02:53,63.78922653198242
08:02:55,63.98539733886719
08:02:57,63.99821472167969
08:02:58,63.99980926513672
08:03:02,63.924842834472656
08:03:03,63.985137939453125
08:03:05,63.99706268310547
08:03:08,63.845542907714844
08:03:10,63.977027893066406
08:03:12,63.9971923828125
08:03:13,63.99969482421875
08:03:17,63.76155090332031
08:03:18,63.93913269042969
08:03:20,63.98796081542969
08:03:23,63.999786376953125
08:03:25,63.999969482421875
08:03:27,63.999969482421875
08:03:28,63.999969482421875
08:03:32,63.999969482421875
08:03:33,63.999969482421875
08:03:35,63.999969482421875
08:03:38,63.999969482421875
08:03:40,63.999969482421875
08:03:42,63.999969482421875
08:03:43,63.999969482421875
08:03:47,63.999969482421875
08:03:48,63.999969482421875
08:03:50,63.999969482421875
08:03:53,63.999969482421875
08:03:55,63.999969482421875
08:03:57,63.999969482421875
08:03:58,63.999969482421875
08:04:02,63.999969482421875
08:04:03,63.999969482421875
08:04:05,63.999969482421875
08:04:08,63.999969482421875
08:04:10,63.999969482421875
08:04:12,63.999969482421875
08:04:13,63.999969482421875
08:04:17,63.999969482421875
08:04:18,63.999969482421875
08:04:20,63.999969482421875
08:04:23,63.999969482421875
08:04:25,63.999969482421875
08:04:27,63.999969482421875
08:04:29,63.999969482421875
08:04:32,63.999969482421875
08:04:33,63.999969482421875
08:04:35,63.999969482421875
08:04:38,63.999969482421875
08:04:40,63.999969482421875
08:04:42,63.999969482421875
08:04:44,63.999969482421875
08:04:47,63.999969482421875
08:04:48,63.999969482421875
08:04:50,63.999969482421875
08:04:53,64.0051040649414
08:04:55,64.00032806396484
08:04:57,64.00004577636719
08:04:59,64.01636505126953
08:05:02,64.00370788574219
08:05:04,64.00060272216797
08:05:05,64.02645874023438
08:05:08,64.00883483886719
08:05:10,64.00055694580078
08:05:12,64.00006866455078
08:05:14,64.00004577636719
08:05:17,64.00151824951172
08:05:19,64.00028228759766
08:05:20,64.02400207519531
08:05:23,64.00287628173828
08:05:26,64.00019073486328
08:05:27,64.01637268066406
08:05:29,64.01837158203125
08:05:33,64.00018310546875
08:05:34,64.0503158569336
08:05:35,64.03538513183594
08:05:39,64.01192474365234
08:05:41,64.0099868774414
08:05:43,64.01759338378906
08:05:44,64.05609130859375
08:05:48,64.0119400024414
08:05:49,64.00215911865234
08:05:51,64.02676391601562
08:05:54,64.66698455810547
08:05:56,64.12765502929688
08:05:58,64.08466339111328
08:06:00,64.10021209716797
08:06:03,64.0057601928711
08:06:05,64.02737426757812
08:06:06,64.0551986694336
08:06:09,64.0096206665039
08:06:11,64.02005004882812
08:06:13,64.04035186767578
08:06:15,64.04063415527344
08:06:18,64.00733947753906
08:06:20,64.0733642578125
08:06:21,64.06981658935547
08:06:24,64.00653076171875
08:06:27,64.00965118408203
08:06:28,64.07007598876953
08:06:30,64.09857177734375
08:06:34,64.00774383544922
08:06:35,64.05167388916016
08:06:36,64.1563720703125
08:06:40,64.01744079589844
08:06:42,64.02888488769531
08:06:44,64.0344467163086
08:06:45,64.08634948730469
08:06:49,64.01530456542969
08:06:50,64.02909851074219
08:06:52,64.13703155517578
08:06:55,64.01779174804688
08:06:57,64.04017639160156
08:06:59,64.07347106933594
08:07:01,64.12529754638672
08:07:04,64.01415252685547
08:07:06,64.05282592773438
08:07:07,64.15565490722656
08:07:10,64.0263900756836
08:07:13,64.0220718383789
08:07:14,64.09539794921875
08:07:16,64.12640380859375
08:07:20,64.01699829101562
08:07:21,64.0822982788086
08:07:22,64.22126770019531
08:07:26,64.02710723876953
08:07:28,64.04812622070312
08:07:30,64.06189727783203
08:07:31,64.1216049194336
08:07:35,64.0142822265625
08:07:36,64.11367797851562
08:07:38,64.1883544921875
08:07:41,64.04238891601562
08:07:43,64.06741333007812
08:07:45,64.16927337646484
08:07:47,64.1734390258789
08:07:50,64.03030395507812
08:07:52,64.19401550292969
08:07:53,64.29228973388672
08:07:56,64.04408264160156
08:07:59,64.06752014160156
08:08:00,64.09829711914062
08:08:02,64.21393585205078
08:08:06,64.03279876708984
08:08:07,64.19061279296875
08:08:08,64.50586700439453
08:08:12,64.0444564819336
08:08:14,64.09876251220703
08:08:16,64.2215805053711
08:08:17,64.3340835571289
08:08:21,64.55050659179688
08:08:22,64.55050659179688
08:08:24,64.55050659179688
08:08:27,64.03312683105469
08:08:29,64.09703826904297
08:08:31,64.26124572753906
08:08:33,64.28012084960938
08:08:36,64.04927825927734
08:08:38,64.355712890625
08:08:39,64.45441436767578
08:08:42,64.09789276123047
08:08:45,64.15389251708984
08:08:46,64.17496490478516
08:08:48,64.34587860107422
08:08:52,64.02894592285156
08:08:53,64.41683197021484
08:08:54,64.54783630371094
08:08:58,64.11725616455078
08:09:00,64.30908966064453
08:09:02,64.2916259765625
08:09:03,64.49524688720703
08:09:07,64.06088256835938
08:09:08,64.71818542480469
08:09:10,64.70237731933594
08:09:13,64.09658813476562
08:09:15,64.219482421875
08:09:17,64.435791015625
08:09:19,64.60762023925781
08:09:22,64.13123321533203
08:09:24,64.72331237792969
08:09:25,64.9502182006836
08:09:28,64.15509796142578
08:09:30,64.4138412475586
08:09:32,64.67620849609375
08:09:34,64.76432037353516
08:09:38,64.23120880126953
08:09:39,64.74881744384766
08:09:40,64.95480346679688
08:09:44,64.3810043334961
08:09:46,64.94772338867188
08:09:48,65.20121002197266
08:09:49,65.05904388427734
08:09:53,64.53715515136719
08:09:54,64.80732727050781
08:09:56,64.83666229248047
08:09:59,64.48856353759766
08:10:01,64.71654510498047
08:10:03,64.95287322998047
08:10:05,64.90381622314453
08:10:08,64.5369644165039
08:10:10,64.81428527832031
08:10:11,64.96659088134766
08:10:14,64.70582580566406
08:10:17,64.71670532226562
08:10:18,64.95606231689453
08:10:20,64.99508666992188
08:10:24,64.50789642333984
08:10:25,64.87371063232422
08:10:27,64.9772720336914
08:10:30,64.85222625732422
08:10:32,64.984375
08:10:34,64.99839782714844
08:10:35,64.99980926513672
08:10:39,64.85652160644531
08:10:40,64.93640899658203
08:10:42,64.9885482788086
08:10:45,64.91712951660156
08:10:47,64.98845672607422
08:10:49,64.99869537353516
08:10:51,64.99983978271484
08:10:54,64.80128479003906
08:10:56,64.95114135742188
08:10:57,64.99119567871094
08:11:00,64.92469787597656
08:11:03,64.98829650878906
08:11:04,65.01502990722656
08:11:06,65.00167083740234
08:11:10,65.0000228881836
08:11:11,65.0000228881836
08:11:13,65.0000228881836
08:11:16,65.00322723388672
08:11:18,65.00017547607422
08:11:20,65.0000228881836
08:11:21,65.01634216308594
08:11:25,65.00166320800781
08:11:27,65.00025939941406
08:11:28,65.00003814697266
08:11:31,65.00508117675781
08:11:33,65.00027465820312
08:11:35,65.0000228881836
08:11:37,65.0000228881836
08:11:41,65.00149536132812
08:11:42,64.98226165771484
08:11:43,65.04736328125
08:11:47,65.00328063964844
08:11:49,65.00941467285156
08:11:51,65.03226470947266
08:11:52,65.8777847290039
08:11:56,65.02247619628906
08:11:57,65.00403594970703
08:11:59,65.05601501464844
08:12:02,65.00601959228516
08:12:04,65.00959777832031
08:12:06,65.01741027832031
08:12:08,65.01828002929688
08:12:12,65.0016860961914
08:12:13,65.00029754638672
08:12:14,65.02637481689453
08:12:18,65.01170349121094
08:12:20,65.00904846191406
08:12:22,65.03533172607422
08:12:23,65.03826141357422
08:12:27,65.00959777832031
08:12:28,65.00171661376953
08:12:30,65.08240509033203
08:12:33,65.00982666015625
08:12:35,65.00983428955078
08:12:37,65.00099182128906
08:12:39,65.01644897460938
08:12:42,65.00151824951172
08:12:44,65.02658081054688
08:12:45,65.0869140625
08:12:49,65.01229858398438
08:12:51,65.0099868774414
08:12:53,65.07007598876953
08:12:54,65.08370208740234
08:12:58,65.01184844970703
08:12:59,65.0572280883789
08:13:01,65.08951568603516
08:13:04,65.01630401611328
08:13:06,65.0419921875
08:13:08,65.09760284423828
08:13:10,65.07888793945312
08:13:14,65.0073471069336
08:13:15,65.08847045898438
08:13:16,65.12555694580078
08:13:20,65.01809692382812
08:13:22,65.0298080444336
08:13:24,65.09916687011719
08:13:25,65.07904815673828
08:13:29,65.01382446289062
08:13:30,65.08171844482422
08:13:32,65.18126678466797
08:13:35,65.02635192871094
08:13:37,65.03330993652344
08:13:39,65.07433319091797
08:13:41,65.07925415039062
08:13:45,65.01042175292969
08:13:46,65.12407684326172
08:13:47,65.16846466064453
08:13:51,65.02584075927734
08:13:53,65.05284118652344
08:13:55,65.09663391113281
08:13:56,65.08666229248047
08:14:00,65.0167465209961
08:14:01,65.11409759521484
08:14:03,65.2052230834961
08:14:06,65.0423355102539
08:14:08,65.04135131835938
08:14:10,65.12386322021484
08:14:12,65.10456085205078
08:14:16,65.01407623291016
08:14:17,65.11946868896484
08:14:18,65.24388122558594
08:14:22,65.03965759277344
08:14:24,65.07369232177734
08:14:26,65.11173248291016
08:14:27,65.15348815917969
08:14:31,65.0245361328125
08:14:32,65.15055084228516
08:14:34,65.2117691040039
08:14:37,65.03077697753906
08:14:39,65.05438995361328
08:14:41,65.14707946777344
08:14:43,65.22697448730469
08:14:47,65.0269775390625
08:14:48,65.2319564819336
08:14:49,66.14108276367188
08:14:53,65.36182403564453
08:14:55,65.33946228027344
08:14:57,65.61553955078125
08:14:58,65.49493408203125
08:15:02,65.03520202636719
08:15:03,65.42918395996094
08:15:05,65.43245697021484
08:15:08,65.07825469970703
08:15:10,65.1386489868164
08:15:12,65.23262023925781
08:15:14,65.38439178466797
08:15:18,65.05369567871094
08:15:19,65.4185791015625
08:15:20,65.63278198242188
08:15:24,65.06373596191406
08:15:26,65.20714569091797
08:15:28,65.50682067871094
08:15:29,65.69898223876953
08:15:33,65.07098388671875
08:15:34,65.32583618164062
08:15:36,65.42522430419922
08:15:39,65.08163452148438
08:15:41,65.1343002319336
08:15:43,65.19712829589844
08:15:45,65.25889587402344
08:15:49,65.04364776611328
08:15:50,65.37247467041016
08:15:51,65.4857177734375
08:15:55,65.08914947509766
08:15:57,65.22138214111328
08:15:59,65.57958984375
08:16:01,65.66310119628906
08:16:04,65.11658477783203
08:16:06,65.48443603515625
08:16:07,65.64220428466797
08:16:10,65.08959197998047
08:16:13,65.1773452758789
08:16:14,65.69580078125
08:16:16,65.51216888427734
08:16:20,65.05248260498047
08:16:21,65.54312133789062
08:16:23,65.82691192626953
08:16:26,65.18256378173828
