Time,Position,tool_pose_x,tool_pose_y,tool_pose_z,tool_pose_theta_x,tool_pose_theta_y,tool_pose_theta_z
08:07:56,position_7,0.43894869089126587,0.19295723736286163,0.4473673403263092,90.6238021850586,-0.7512584328651428,149.8279571533203
08:07:59,position_1,0.2925076186656952,0.3083643913269043,0.3274766504764557,109.46508026123047,2.9649009704589844,175.65565490722656
08:08:00,position_2,0.29393407702445984,0.39680951833724976,0.2898237407207489,109.79666137695312,2.7348456382751465,175.38697814941406
08:08:02,position_3,0.29376420378685,0.30708426237106323,0.32787805795669556,109.42094421386719,2.941666603088379,175.4531707763672
08:08:06,position_4,0.4982609450817108,-0.001697456813417375,0.06195704638957977,-179.55455017089844,0.09088020026683807,89.50338745117188
08:08:07,position_5,0.49745452404022217,-0.000319411774398759,0.007252722978591919,-179.4676513671875,0.003693867241963744,89.92042541503906
08:08:08,position_6,0.4974967837333679,3.895802365150303e-06,0.06163419783115387,-179.41717529296875,-0.033324308693408966,89.94422149658203
08:08:57,position_7,0.43344607949256897,0.19982881844043732,0.44733715057373047,90.6873550415039,-8.325735092163086,151.39842224121094
08:09:04,position_1,0.433444082736969,0.19983069598674774,0.44733816385269165,90.68727111816406,-8.325599670410156,151.39901733398438
08:09:05,position_2,0.4153812527656555,0.22477173805236816,0.4339480996131897,93.47621154785156,-4.5029401779174805,154.84083557128906
08:09:07,position_3,0.29261377453804016,0.3083133399486542,0.32744067907333374,109.46781158447266,2.9962384700775146,175.64816284179688
08:09:10,position_4,0.4982844889163971,-0.0017369348788633943,0.061965107917785645,-179.55931091308594,0.09350819140672684,89.50102996826172
08:09:12,position_5,0.49787405133247375,-0.00023427445557899773,0.007075011730194092,-179.58187866210938,-0.013199142180383205,89.92237091064453
08:09:13,position_6,0.4975109398365021,2.5435874704271555e-06,0.06167156994342804,-179.42044067382812,-0.03149658441543579,89.94611358642578
08:09:16,position_7,0.4389505982398987,0.19296957552433014,0.44738733768463135,90.6209716796875,-0.754306972026825,149.82704162597656
08:09:18,position_1,0.29252853989601135,0.30837470293045044,0.3275229334831238,109.46153259277344,2.97163724899292,175.6559295654297
08:09:20,position_2,0.29397135972976685,0.39678269624710083,0.2898262143135071,109.79596710205078,2.733772039413452,175.38046264648438
08:09:22,position_3,0.293720543384552,0.30715319514274597,0.32787972688674927,109.42105865478516,2.944598436355591,175.4609832763672
08:09:25,position_4,0.49827930331230164,-0.0017109267646446824,0.061954841017723083,-179.5576934814453,0.0925007164478302,89.50685119628906
08:09:27,position_5,0.49790114164352417,-0.00025169737637043,0.007092535495758057,-179.58770751953125,-0.01358122006058693,89.92047882080078
