Time,Position,tool_pose_x,tool_pose_y,tool_pose_z,tool_pose_theta_x,tool_pose_theta_y,tool_pose_theta_z
08:02:23,position_7,0.4386131465435028,0.19324830174446106,0.44800060987472534,90.53722381591797,-0.6874493956565857,149.93141174316406
08:02:25,position_1,0.2927630543708801,0.3085649013519287,0.32802507281303406,109.38558197021484,3.0514931678771973,175.6239471435547
08:02:27,position_2,0.2935369610786438,0.39662525057792664,0.2897398769855499,109.7792739868164,2.556378126144409,175.40518188476562
08:02:28,position_3,0.293467253446579,0.3073909282684326,0.32831889390945435,109.34291076660156,2.9818875789642334,175.524658203125
08:02:32,position_4,0.49849238991737366,-0.0015148789389058948,0.061834901571273804,-179.60220336914062,0.05367325618863106,89.45046997070312
08:02:33,position_5,0.49771392345428467,-0.0001484639651607722,0.006940782070159912,-179.54969787597656,-0.015446613542735577,89.9599838256836
08:02:35,position_6,0.4978892207145691,1.019334013108164e-05,0.061815738677978516,-179.5076141357422,-0.02561585046350956,89.97474670410156
08:02:38,position_7,0.4385983347892761,0.19324856996536255,0.4480304718017578,90.53440856933594,-0.6880292296409607,149.93406677246094
08:02:40,position_1,0.2927810549736023,0.3085477948188782,0.3280293345451355,109.38633728027344,3.053361177444458,175.62155151367188
08:02:42,position_2,0.2935645878314972,0.3965931534767151,0.2896914482116699,109.78500366210938,2.5536437034606934,175.39569091796875
08:02:43,position_3,0.2934434711933136,0.3074095845222473,0.3283160924911499,109.34259033203125,2.980543375015259,175.52940368652344
08:02:47,position_4,0.49852877855300903,-0.0015274970792233944,0.06196810305118561,-179.615234375,0.05221960321068764,89.44916534423828
08:02:48,position_5,0.497774600982666,-0.0001272583904210478,0.006964832544326782,-179.56552124023438,-0.017788831144571304,89.96086883544922
08:02:50,position_6,0.49793127179145813,1.5868357877479866e-05,0.061852335929870605,-179.5158233642578,-0.026111098006367683,89.97518157958984
08:02:53,position_7,0.43859419226646423,0.1932252198457718,0.4480755627155304,90.53190612792969,-0.680921196937561,149.9275665283203
08:02:55,position_1,0.2927751839160919,0.3085614740848541,0.3280336260795593,109.38600158691406,3.0539286136627197,175.62319946289062
08:02:57,position_2,0.2935775816440582,0.3965900242328644,0.28970640897750854,109.78366088867188,2.5557148456573486,175.3950653076172
08:02:58,position_3,0.2934635579586029,0.3073885142803192,0.32831642031669617,109.34284973144531,2.982081890106201,175.52603149414062
08:03:02,position_4,0.4985124170780182,-0.0015583456261083484,0.06193062663078308,-179.6104278564453,0.05602468177676201,89.45083618164062
08:03:03,position_5,0.4977622330188751,-0.00013823281915392727,0.0070057213306427,-179.56271362304688,-0.01720430888235569,89.95979309082031
08:03:05,position_6,0.4978897273540497,1.0270723578287289e-05,0.061823770403862,-179.50753784179688,-0.025608208030462265,89.97517395019531
08:03:08,position_7,0.43860483169555664,0.19324137270450592,0.44802170991897583,90.53571319580078,-0.6883515119552612,149.93218994140625
08:03:10,position_1,0.2927641272544861,0.30856508016586304,0.3280225992202759,109.38673400878906,3.0523107051849365,175.62416076660156
08:03:12,position_2,0.2935575842857361,0.39659252762794495,0.2897193133831024,109.78211975097656,2.555661678314209,175.40228271484375
08:03:13,position_3,0.2934459447860718,0.307405561208725,0.3283189833164215,109.34228515625,2.981123924255371,175.528564453125
08:03:17,position_4,0.4985222816467285,-0.001540047349408269,0.06196415424346924,-179.61376953125,0.05763696879148483,89.4512939453125
08:03:18,position_5,0.49775582551956177,-0.00021155652939341962,0.007015407085418701,-179.56002807617188,-0.016022056341171265,89.95234680175781
08:03:20,position_6,0.4979194104671478,1.5192748833214864e-05,0.061841025948524475,-179.51345825195312,-0.025153953582048416,89.97660064697266
08:03:23,position_7,0.43863412737846375,0.1932147592306137,0.44801798462867737,90.53582000732422,-0.686540424823761,149.92404174804688
08:03:25,position_1,0.292782187461853,0.30854693055152893,0.32802069187164307,109.38689422607422,3.0529983043670654,175.6210174560547
08:03:27,position_2,0.29356229305267334,0.3965786099433899,0.2896867096424103,109.78578186035156,2.5531396865844727,175.3978271484375
08:03:28,position_3,0.29354527592658997,0.30733931064605713,0.3282935321331024,109.34815216064453,2.9865636825561523,175.5093994140625
08:03:32,position_4,0.49851664900779724,-0.0015589592512696981,0.06192891299724579,-179.61070251464844,0.06013769283890724,89.45109558105469
08:03:33,position_5,0.497760146856308,-0.0001369818055536598,0.007020711898803711,-179.56068420410156,-0.016727233305573463,89.96034240722656
08:03:35,position_6,0.49785497784614563,-3.5003249649889767e-06,0.06179782748222351,-179.5005645751953,-0.02361477166414261,89.97444915771484
08:03:38,position_7,0.4386429786682129,0.1931990534067154,0.44802799820899963,90.53514862060547,-0.6846760511398315,149.9205780029297
08:03:40,position_1,0.2927747964859009,0.30854731798171997,0.3280193507671356,109.38717651367188,3.052586793899536,175.62184143066406
08:03:42,position_2,0.29357463121414185,0.3965758681297302,0.28968173265457153,109.78626251220703,2.5525243282318115,175.3945770263672
08:03:43,position_3,0.293474018573761,0.30738410353660583,0.32831496000289917,109.34333801269531,2.9821012020111084,175.52369689941406
08:03:47,position_4,0.49854576587677,-0.0015468805795535445,0.0619884729385376,-179.61874389648438,0.05819058045744896,89.45103454589844
08:03:48,position_5,0.49773547053337097,-0.00013842138287145644,0.006992608308792114,-179.5571746826172,-0.015841044485569,89.96133422851562
