time,error_vector
08:01:12,0.0015072867145171013
08:01:27,0.001525010385289091
08:01:42,0.0015274953583478308
08:01:57,0.001517251221434088
08:02:12,0.001529557112799691
08:02:27,0.001531084795038258
08:02:42,0.001564988057193388
08:02:58,0.0014955578753515423
08:03:13,0.0015271951672417227
08:03:28,0.001545309794279769
08:03:43,0.0015346541448638183
08:03:58,0.0015088884503871084
08:04:13,0.001527698695552728
08:04:28,0.001519640912694245
08:04:43,0.0015260307592798166
08:04:58,0.0015352811240980074
08:05:13,0.0015120639244008826
08:05:28,0.0015218692277470913
08:05:43,0.0015432824107755668
08:05:58,0.0015281095576184802
08:06:13,0.0015623417716176006
08:06:28,0.001521490884580024
08:06:44,0.0015161915077323204
08:06:59,0.0015738919575255502
08:07:14,0.0015397875948375795
08:07:29,0.0015181260590733903
08:07:44,0.0015188426556477569
08:07:59,0.0015410293345563784
08:08:14,0.0015126145425617438
08:08:29,0.0015414022158404678
08:08:44,0.0015165636060529618
08:08:59,0.0015336730581265977
08:09:14,0.0015515348275433806
08:09:29,0.0015459008251080817
08:09:45,0.0015366554105467481
08:10:00,0.0015528430159887873
08:10:15,0.0015548934011581997
08:10:30,0.0015727394489274222
08:10:45,0.0015781663128801814
08:11:00,0.001525417607455859
08:11:15,0.0015708236505074414
08:11:30,0.001558024896880725
08:11:45,0.0015747070265799184
08:12:00,0.0015912526047154921
08:12:15,0.001542713703963463
08:12:30,0.0015733755768274908
08:12:45,0.0015464841687850336
08:13:00,0.0015536108785003948
08:13:15,0.0015906659133039557
08:13:31,0.0015346943462171833
08:13:46,0.001586511728838491
08:14:01,0.0015605769894183475
08:14:16,0.0015591806419820548
08:14:31,0.0015870233175968626
08:14:46,0.0015747589867766568
08:15:01,0.0015400985347447983
08:15:16,0.0015895608212856832
08:15:31,0.001628807349730663
08:15:47,0.0015440789071373172
08:16:02,0.001589260589776034
08:16:17,0.0015927830429218674
08:16:32,0.0015992095445901387
08:16:47,0.0015889057793949217
08:17:02,0.001586740339293142
08:17:18,0.0016035707858013894
08:17:33,0.0016028163499420382
08:17:48,0.00157329975548386
08:18:03,0.001603228399691649
08:18:18,0.0015980430680935668
08:18:34,0.0016092047251489716
08:18:49,0.0016083096365972578
08:19:04,0.0015954382250815795
08:19:19,0.0016246493783365465
08:19:35,0.0016027698636207925
08:19:50,0.001636628055355719
08:20:05,0.0016346688085977126
08:20:20,0.0016199064920518098
08:20:35,0.0016111090867448402
08:20:51,0.0016376641046171787
08:21:06,0.001597013443510827
08:21:21,0.0016415849821065503
08:21:36,0.00161872229734403
08:21:52,0.0016601053158141403
08:22:07,0.0016028627251993702
08:22:23,0.0016254777664062529
08:22:38,0.0015911621610313934
08:22:54,0.0016016639975487375
08:23:10,0.0015882413169030878
08:23:25,0.0015930938439910728
08:23:41,0.0016411527409642393
08:23:56,0.0015834444177093528
08:24:12,0.001588091520658534
08:24:28,0.0016062803307318764
08:24:43,0.0015771282156420174
08:24:59,0.001624182618764856
08:25:15,0.0016062380741403502
08:25:30,0.001603110222110686
08:25:46,0.0016176697297753406
08:26:02,0.0016128459383638492
08:26:17,0.0015931906356452554
08:26:33,0.0016333946084804791
08:26:48,0.0015968150328729953
08:27:04,0.0016324299454016514
08:27:20,0.0015563852493998985
08:27:35,0.0016197136220539058
08:27:51,0.0016271014439951201
08:28:07,0.0016111438839569593
08:28:23,0.0016046272323543996
08:28:38,0.001604807492377431
08:28:54,0.001587095599572099
08:29:09,0.0016459865180851103
08:29:24,0.0016575780888184702
08:29:39,0.0016021246665362788
08:29:55,0.0016175172664953078
08:30:10,0.0016071174730470223
08:30:25,0.0016562091000055623
08:30:41,0.0016224011561734588
08:30:56,0.0016317383344955111
08:31:11,0.0016277476500177548
08:31:26,0.0016004450805546372
08:31:42,0.0016377920823861208
08:31:57,0.0015952428516719738
08:32:12,0.0016249614355169717
08:32:28,0.001624327828497535
08:32:43,0.0016754002144625535
08:32:58,0.001610387013288744
08:33:14,0.001610346356044643
08:33:29,0.0016165498773723253
08:33:44,0.0016002779686171624
08:34:00,0.0016364475340045989
08:34:15,0.0016172942883945051
08:34:30,0.0016072716732669426
08:34:45,0.001624905578628313
08:35:01,0.0016413336568258598
08:35:16,0.0015987661829293606
08:35:31,0.0016383906389618025
08:35:47,0.001638929373757599
