time,error_vector
08:07:56,0.0018336659409248495
08:09:16,0.0018115373138160517
08:09:31,0.0018665796282122502
08:09:46,0.001830469607092536
08:10:01,0.0018401794963015454
08:10:16,0.0018851670386421935
08:10:31,0.0018540703441836319
08:10:46,0.001895454847674514
08:11:01,0.0018797702114253141
08:11:16,0.001834395585660502
08:11:31,0.001892605382139497
08:11:46,0.0018695012979688817
08:12:01,0.0019187855510514411
08:12:16,0.0018313796413132555
08:12:31,0.0019144202659959284
08:12:46,0.0018749445031872305
08:13:01,0.001852405679779405
08:13:16,0.0019028874284010616
08:13:31,0.0018744422845378412
08:13:46,0.0019048730677482305
08:14:01,0.0019076621344645641
08:14:16,0.0018784136152641751
08:14:31,0.0019154163659710088
08:14:46,0.0019136272417332118
08:15:01,0.0018952821659385742
08:15:16,0.0019021352883920734
08:15:30,0.001885588597592569
08:15:46,0.0019217768260993567
08:16:01,0.00190465296001112
08:16:16,0.0018877303961283244
08:16:31,0.0019105768735500207
08:16:46,0.0018857079060675748
08:17:01,0.0019026546267017135
08:17:16,0.0018917464230602749
08:17:30,0.001908000750107044
08:17:46,0.0019116564155403422
08:18:01,0.00189099256494796
08:18:16,0.0019155558279194591
08:18:31,0.0019005423713749654
08:18:46,0.00190800895340077
08:19:01,0.0018817506329583283
08:19:16,0.0019099857088412757
08:19:31,0.0019242659143026324
08:19:46,0.0019131254170969545
08:20:01,0.0019377221686647371
08:20:16,0.0019078995744926483
08:20:31,0.0019314834577536665
08:20:46,0.001914445212125306
08:21:01,0.0018979066580122714
08:21:16,0.0019067613728591581
08:21:31,0.0018808797983047411
08:21:47,0.0019095602961517579
08:22:02,0.00189115578070524
08:22:17,0.0019320171286475577
08:22:32,0.0019061452508444773
08:22:47,0.0019214562508044876
08:23:02,0.0018984793106733226
08:23:17,0.0018813159868933866
08:23:32,0.00190507586007441
08:23:47,0.0019217238432096928
08:24:03,0.0018972613003266677
08:24:18,0.0018977140994871542
08:24:33,0.0018720973452539323
08:24:48,0.0019094664433975592
08:25:03,0.0018679349230287026
08:25:18,0.0018940012354369687
08:25:33,0.001893665805056765
08:25:48,0.0018965591379417365
08:26:03,0.001914556396811674
08:26:18,0.0018999616860037299
08:26:34,0.0019097749306624682
08:26:49,0.0019219556521509462
08:27:04,0.0019136840395116794
08:27:19,0.0019154157186458437
08:27:34,0.001904507081494242
08:27:49,0.0019345213981513624
08:28:04,0.001925688964734734
08:28:19,0.001908238429071664
08:28:34,0.0018943878260336748
08:28:50,0.0019307931502231454
08:29:05,0.0019284359865782087
08:29:20,0.0019176417129860449
08:29:35,0.0019284638853619591
08:29:50,0.0019274819581384882
08:30:05,0.00191946846119655
08:30:20,0.0019316162661411431
08:30:36,0.0019204662182539418
08:30:51,0.001931921933509542
08:31:06,0.0019048921464019301
08:31:21,0.0019185997876424224
08:31:36,0.0019334441447799318
08:31:51,0.0019173580243789603
08:32:07,0.0019158897824142647
08:32:22,0.0018996639500755135
08:32:37,0.001916445955884376
08:32:52,0.0019014678580400307
08:33:07,0.0019125960835985006
08:33:22,0.0019252846661940352
08:33:37,0.0019216331645262293
