Time,Movement,actuator_1,actuator_2,actuator_3,actuator_4,actuator_5,actuator_6
08:01:12,movement_7,359.9560546875,344.0003967285156,75.23318481445312,0.0328521728515625,300.1268310546875,359.6295471191406
08:01:14,movement_1,22.83673095703125,347.7720947265625,91.358642578125,345.25152587890625,300.8279113769531,352.23834228515625
08:01:16,movement_2,36.392333984375,336.89093017578125,85.56997680664062,350.2956237792969,314.82061767578125,350.2744140625
08:01:18,movement_3,22.581787109375,347.79583740234375,91.298828125,345.27655029296875,300.6439514160156,352.27630615234375
08:01:21,movement_4,7.5599365234375,293.2483215332031,36.66331481933594,269.9788818359375,282.99652099609375,98.13815307617188
08:01:23,movement_5,7.6754302978515625,288.0032653808594,38.938629150390625,270.0975646972656,290.5635986328125,97.72702026367188
08:01:24,movement_6,7.681427001953125,293.2998962402344,36.75453186035156,270.11663818359375,282.9053955078125,97.71939086914062
08:01:27,movement_7,359.95703125,343.99993896484375,75.23402404785156,0.0322113037109375,300.130859375,359.6304016113281
08:01:29,movement_1,22.841201782226562,347.77239990234375,91.35934448242188,345.2528076171875,300.8270568847656,352.2381591796875
08:01:31,movement_2,36.39372253417969,336.8786926269531,85.56716918945312,350.2964782714844,314.819580078125,350.2744140625
08:01:33,movement_3,22.584716796875,347.7955322265625,91.30203247070312,345.27569580078125,300.648193359375,352.2760925292969
08:01:36,movement_4,7.5599365234375,293.247802734375,36.6673583984375,269.9809875488281,282.9912414550781,98.137939453125
08:01:38,movement_5,7.675140380859375,288.00396728515625,38.9384765625,270.09735107421875,290.57867431640625,97.726806640625
08:01:39,movement_6,7.6808624267578125,293.2992248535156,36.75201416015625,270.11810302734375,282.9036865234375,97.71981811523438
08:01:42,movement_7,359.9578857421875,343.9993896484375,75.23513793945312,0.0322113037109375,300.1270751953125,359.6297607421875
08:01:44,movement_1,22.839797973632812,347.77264404296875,91.35919189453125,345.2528076171875,300.82684326171875,352.23876953125
08:01:46,movement_2,36.429840087890625,336.866943359375,85.56939697265625,350.30218505859375,314.77337646484375,350.26934814453125
08:01:48,movement_3,22.582199096679688,347.79620361328125,91.30062866210938,345.2744140625,300.6427001953125,352.2767333984375
08:01:51,movement_4,7.557708740234375,293.24932861328125,36.65272521972656,269.9782409667969,282.9899597167969,98.1356201171875
