Time,Movement,actuator_1,actuator_2,actuator_3,actuator_4,actuator_5,actuator_6
08:07:56,movement_7,359.95855712890625,343.99163818359375,75.27322387695312,0.02288818359375,300.12750244140625,359.6331481933594
08:07:59,movement_1,22.82012939453125,347.7740783691406,91.38165283203125,345.2642517089844,300.76983642578125,352.25213623046875
08:08:00,movement_2,36.4373779296875,336.90093994140625,85.52255249023438,350.30560302734375,314.84033203125,350.14111328125
08:08:02,movement_3,22.543014526367188,347.7763671875,91.3251953125,345.27294921875,300.66937255859375,352.2943115234375
08:08:06,movement_4,7.545013427734375,293.248291015625,36.666107177734375,269.9714660644531,282.9626159667969,98.04745483398438
08:08:07,movement_5,7.671661376953125,287.99993896484375,38.9168701171875,270.0729675292969,290.38812255859375,97.72384643554688
08:08:08,movement_6,7.6867218017578125,293.29144287109375,36.80027770996094,270.1142883300781,282.9361267089844,97.71578979492188
08:08:57,movement_7,0.611297607421875,343.9336853027344,75.14964294433594,359.898681640625,299.12017822265625,7.31298828125
08:09:04,movement_1,0.61102294921875,343.933837890625,75.14936828613281,359.89910888671875,299.1199951171875,7.31298828125
08:09:05,movement_2,4.5077972412109375,344.7376708984375,76.69259643554688,357.1158752441406,299.4380798339844,4.229644775390625
08:09:07,movement_3,22.809677124023438,347.76824951171875,91.38082885742188,345.26446533203125,300.77789306640625,352.21697998046875
08:09:10,movement_4,7.5426483154296875,293.24755859375,36.6624755859375,269.96826171875,282.9662170410156,98.04745483398438
08:09:12,movement_5,7.6743011474609375,287.99456787109375,38.94810485839844,270.07403564453125,290.5403137207031,97.725341796875
08:09:13,movement_6,7.687835693359375,293.29400634765625,36.797210693359375,270.1123962402344,282.9329528808594,97.71621704101562
08:09:16,movement_7,359.9610900878906,343.992431640625,75.27265930175781,0.0245819091796875,300.1300354003906,359.638671875
08:09:18,movement_1,22.820556640625,347.7742919921875,91.37539672851562,345.2633972167969,300.7673034667969,352.25299072265625
08:09:20,movement_2,36.4315185546875,336.90142822265625,85.52337646484375,350.3089599609375,314.8411865234375,350.1405029296875
08:09:22,movement_3,22.556961059570312,347.7760925292969,91.32363891601562,345.27252197265625,300.6776428222656,352.2943115234375
08:09:25,movement_4,7.5448760986328125,293.2463684082031,36.662200927734375,269.9693298339844,282.9647216796875,98.044921875
08:09:27,movement_5,7.6710968017578125,287.99578857421875,38.946441650390625,270.0746765136719,290.5428466796875,97.7244873046875
