time,error_vector
08:08:06,0.002081851728634658
08:09:10,0.002103156214395972
08:09:25,0.0020876785820655437
08:09:40,0.0020780738205829256
08:09:55,0.002065301947936713
08:10:10,0.002079938564386051
08:10:25,0.0020890194437902998
08:10:40,0.0020610201555953567
08:10:55,0.0020763374198279672
08:11:10,0.0020841958762402367
08:11:25,0.0020468749387112252
08:11:40,0.0020750922061258618
08:11:55,0.0020633955428511217
08:12:10,0.0020790887752741554
08:12:25,0.0020503560222539696
08:12:40,0.00207213901151029
08:12:55,0.0020602579303903605
08:13:10,0.002066371734164008
08:13:25,0.0020684206639868708
08:13:40,0.0020759552219235065
08:13:55,0.002064549059336607
08:14:10,0.0020778266814224593
08:14:25,0.002080423256997905
08:14:40,0.0020763673606480786
08:14:55,0.00207375219040967
08:15:10,0.002059078780532569
08:15:25,0.002083638722793772
08:15:40,0.0020836504009284825
08:15:55,0.0020897909537378237
08:16:10,0.002063637937932506
08:16:25,0.0020810847297278675
08:16:40,0.0020892260745102235
08:16:55,0.0020879275977861897
08:17:10,0.0020751948872690753
08:17:25,0.0020709843026406505
08:17:40,0.0020798819129249015
08:17:55,0.0020653847683660964
08:18:10,0.002068325994833896
08:18:25,0.002052484534574884
08:18:40,0.002066965120672725
08:18:55,0.0020541920555128047
08:19:10,0.0020459053047370388
08:19:25,0.002060707088568389
08:19:40,0.002055901143614061
08:19:55,0.0020523277174168404
08:20:10,0.002057678384454185
08:20:25,0.002068879112423722
08:20:40,0.0020393464752265227
08:20:55,0.0020637523203901748
08:21:10,0.0020622413865405624
08:21:26,0.002065041376755311
08:21:41,0.002063310657564674
08:21:56,0.002064051419072795
08:22:11,0.002066204684451902
08:22:26,0.0020692187372084872
08:22:41,0.0020662891727174205
08:22:56,0.002062147636401135
08:23:11,0.0020648350476317927
08:23:27,0.002062808838233101
08:23:42,0.002059639564324772
08:23:57,0.002058640039988819
08:24:12,0.002051328803336432
08:24:27,0.002056964112378681
08:24:42,0.002063466557292273
08:24:57,0.002064212691877785
08:25:12,0.002069990444479038
08:25:27,0.002072157778806046
08:25:42,0.0020718578632954537
08:25:57,0.002064096859455946
08:26:13,0.0020693329036291365
08:26:28,0.0020610658063860477
08:26:43,0.002080756834467624
08:26:58,0.0020723573825565285
08:27:13,0.0020677992135850723
08:27:28,0.0020769352838776985
